,id_issue,mes_chat,SENTIMENTO,TIPO_MSG,hierarquia_4,ds_cluster_sociodemographic,ds_message,ds_message_tratada,n_palavras,sentiment,fx_sentiment
5026,18003792,2023-08-01,,,Chat sem retorno,"30 - Homem, Até 24 anos, Centro-Oeste e Norte","['Poxa e tao dificil assim pra desbloquear meu cartao?','Quero desbloquear sô','Agora abrem uma nova conversa','Quer de toda conversa ?','Oi rapido','Me ajuda ai','Matheus ?????','Poxa to esperando desde as 9 a mensagem','Nao chega nada la','Ta','Ontem pedi o bloqueio Junto ao instagram da will pra evitar roubo Maa ja recuperei meu app Nao estava funcionando esta a dando erro 503','Me respondam','Spam Promoçoes Lixeira Nada','Eu nao recebi ainda O unico dinheiro q tenho ta preso aqui','Olaaa?','Eu pedi o bloqueio por precaução','Só','Oi?','1 segundo Fica ai n me deixa So tirar o print','Olaa','Eu to desde as 8 da manha tentando mandar msg e resolver e vcs nao respondem','Nao esta em nemhum lugar','Desbloqueia meu cartao','Ja sim','Qual deles? Do instagram?','Olà?','Nao recebo token no email']",['poxa e tao dificil assim pra desbloquear meu cartao ' 'quero desbloquear so' 'agora abrem uma nova conversa' 'quer de toda conversa ' 'oi rapido' 'me ajuda ai' 'matheus   ' 'poxa to esperando desde as  a mensagem' 'nao chega nada la' 'ta' 'ontem pedi o bloqueio junto ao instagram da will pra evitar roubo maa ja recuperei meu app nao estava funcionando esta a dando erro ' 'me respondam' 'spam promocoes lixeira nada' 'eu nao recebi ainda o unico dinheiro q tenho ta preso aqui' 'olaaa ' 'eu pedi o bloqueio por precaucao' 'so' 'oi ' ' segundo fica ai n me deixa so tirar o print' 'olaa' 'eu to desde as  da manha tentando mandar msg e resolver e vcs nao respondem' 'nao esta em nemhum lugar' 'desbloqueia meu cartao' 'ja sim' 'qual deles do instagram ' 'ola ' 'nao recebo token no email'],148,-0.9377,negativo
5032,16858700,2023-06-01,,,Senha da conta,"26 - Homem, Até 24 anos, Nordeste","['Eu já fiz isso e não chega a senha','Estou tentando desde da semana passada e a fatura do cartão tá atrasada por conta disso','Já coloquei que esqueci senha','mas não tô recebendo nada','E cadê pra trocar a senha?','Como merda eu vou pagar esse cartão','Assim que recebe a senha retorno aqui!','Pq merda não troca a senha do cartão pra mim pagar logo','Esqueci a senha do cartão','E enquanto isso vai ficar cobrando juros?','Já tem muitos dias isso que eu tô tentando','Eu estou tentando desde da semana passada','não tem essa de feriado e final de semana não','Está bem! Obrigado!','Véi o dinheiro tá na conta','Eu só fico recebendo isso','O dinheiro está na conta e eu sempre pago assim','só que dessa vez não lembro a senha do cartão']",['eu ja fiz isso e nao chega a senha' 'estou tentando desde da semana passada e a fatura do cartao ta atrasada por conta disso' 'ja coloquei que esqueci senha' 'mas nao to recebendo nada' 'e cade pra trocar a senha ' 'como merda eu vou pagar esse cartao' 'assim que recebe a senha retorno aqui ' 'pq merda nao troca a senha do cartao pra mim pagar logo' 'esqueci a senha do cartao' 'e enquanto isso vai ficar cobrando juros ' 'ja tem muitos dias isso que eu to tentando' 'eu estou tentando desde da semana passada' 'nao tem essa de feriado e final de semana nao' 'esta bem obrigado ' 'vei o dinheiro ta na conta' 'eu so fico recebendo isso' 'o dinheiro esta na conta e eu sempre pago assim' 'so que dessa vez nao lembro a senha do cartao'],142,-0.9088,negativo
5034,16934173,2023-06-01,,,Bloqueio de conta,"19 - Mulher, 41 anos ou mais, Nordeste","['Joguei fora depois do clone','Caso não encontre','onde eu posso pedir outro?','Mas agora não consigo desbloquear','3288','Não vai','Agora eu tenho esse outro final 88','É porque estava sem espaço pra atualizar o aplicativo','Avisei no aplicativo do clone aí enviaram esse final 88','Está na minha casa','Agora é só nesse aparelho','Só em um','Pra direita não vai','Quero desbloquear o cartão','O final 26 não tenho mais','Só tenho esse','O final 26 foi clonado','Responder mensagem de antes','Caso encontre?','Aqui mesmo no aplicativo?','Sou Veronice','Então posso usar o 26?','Eu bloqueie porque não estava usando','Vera','Mantenho ele bloqueado por medo de clonagem novamente só desbloqueio quando vou usar','Pra esquerda tem esse cartão que foi clonado e está bloqueado','Desbloquear o cartão','Então eu descartei o cartão errado','Bloqueio e desbloqueio do cartão','Já fiz isso mas manda ir pra o chat','Eu não vou poder usar']",['joguei fora depois do clone' 'caso nao encontre' 'onde eu posso pedir outro ' 'mas agora nao consigo desbloquear' ' ' 'nao vai' 'agora eu tenho esse outro final ' 'e porque estava sem espaco pra atualizar o aplicativo' 'avisei no aplicativo do clone ai enviaram esse final ' 'esta na minha casa' 'agora e so nesse aparelho' 'so em um' 'pra direita nao vai' 'quero desbloquear o cartao' 'o final  nao tenho mais' 'so tenho esse' 'o final  foi clonado' 'responder mensagem de antes' 'caso encontre ' 'aqui mesmo no aplicativo ' 'sou veronice' 'entao posso usar o  ' 'eu bloqueie porque nao estava usando' 'vera' 'mantenho ele bloqueado por medo de clonagem novamente so desbloqueio quando vou usar' 'pra esquerda tem esse cartao que foi clonado e esta bloqueado' 'desbloquear o cartao' 'entao eu descartei o cartao errado' 'bloqueio e desbloqueio do cartao' 'ja fiz isso mas manda ir pra o chat' 'eu nao vou poder usar'],161,-0.9024,negativo
5044,17998544,2023-08-01,,,Lançamentos duplicados,"13 - Homem, Solteiro, 35 anos ou mais, cidade Média do Norte ou Centro-Oeste","['E outra extrato de voces não informa aonde pagou','Primeiro passei cartão débito da will','Paguei aí sistema demorou demais aí creditou depois q sair do estabelecimento aí na hora paguei do meu picpay pq sistema de vcs demorou demais aí creditou resumindo pra vcs paguei duas vezeZ','Passei cartão e dava erro depois descontou sair do estabelicento','Paguei no Pix pela picnpay','Mais opções','Tem como melhorar isso','Só na Wil q assim todos outros banco mostra','Aí deu erro','Responder mensagem de antes','Depois aparece no exyrato','Falar de outra coisa']",['e outra extrato de voces nao informa aonde pagou' 'primeiro passei cartao debito da will' 'paguei ai sistema demorou demais ai creditou depois q sair do estabelecimento ai na hora paguei do meu picpay pq sistema de vcs demorou demais ai creditou resumindo pra vcs paguei duas vezez' 'passei cartao e dava erro depois descontou sair do estabelicento' 'paguei no pix pela picnpay' 'mais opcoes' 'tem como melhorar isso' 'so na wil q assim todos outros banco mostra' 'ai deu erro' 'responder mensagem de antes' 'depois aparece no exyrato' 'falar de outra coisa'],92,-0.9451,negativo
5061,16832446,2023-06-01,,,Canais de atendimento,"5 - Mulher, Casada, 25 anos ou mais, cidade Grande, Capital, do Sudeste ou Sul","['Estou tentando resolver um problema que deu hj no cx eletronico','Posso parcelar esse pagamento??','Tive que pegar mil reais para pagar o compromisso que tinha hj','já que meu dinheiro sumiu da conta e eu não saquei','a menina da farmácia onde o cx eletrônico fica disse que sempre estão tendo esse problema la','Fui sacar mil reais','mas o dinheiro não saiu e no meu app consta como sacado','Ainda tenho dúvidas em relação a mudança','Quero saber se posso parcelar uma compra feito no cartão de credito','Qual o número de telefone do cartão Will','pode informar','obrigada.','Agora estou com uma dívida que não teria que fazer.']",['estou tentando resolver um problema que deu hj no cx eletronico' 'posso parcelar esse pagamento ' 'tive que pegar mil reais para pagar o compromisso que tinha hj' 'ja que meu dinheiro sumiu da conta e eu nao saquei' 'a menina da farmacia onde o cx eletronico fica disse que sempre estao tendo esse problema la' 'fui sacar mil reais' 'mas o dinheiro nao saiu e no meu app consta como sacado' 'ainda tenho duvidas em relacao a mudanca' 'quero saber se posso parcelar uma compra feito no cartao de credito' 'qual o numero de telefone do cartao will' 'pode informar' 'obrigada ' 'agora estou com uma divida que nao teria que fazer '],113,-0.9268,negativo
5065,15172137,2023-03-01,,,Token SMS,"19 - Mulher, 41 anos ou mais, Nordeste","['Acabei de receber o cartão e preciso desbloqueá-lo','Eu tenho três dias queria comprar algo mas pelo jeito se for para esse cartão para eu comprar não compro nunca','Vocês falaram que com 24 horas mandava a senha vai fazer 48 e não mandaram porcaria nenhuma','Vocês era para ter o número de atendimento porque aí a pessoa ia ser bem atendido','Já tem dois dias quase esperando igual um a**********','Porque aqui no chat fala que tá tudo certo com o cartão mas tudo mentira não tá nada certo a gente chega lá tá a mesma porcaria','Vocês fala isso e deixa nós clientes esperando como besta','Vocês não tem o número para eu ligar e conversar diretamente com atendente não','Bloqueio e desbloqueio do cartão','Sim','me ajudou','Não consegui desbloquear.','Eu tô quase cancelando este cartão porque só Jesus na causa para desbloquear um cartão só a misericórdia tu é doido;']",['acabei de receber o cartao e preciso desbloquea lo' 'eu tenho tres dias queria comprar algo mas pelo jeito se for para esse cartao para eu comprar nao compro nunca' 'voces falaram que com  horas mandava a senha vai fazer  e nao mandaram porcaria nenhuma' 'voces era para ter o numero de atendimento porque ai a pessoa ia ser bem atendido' 'ja tem dois dias quase esperando igual um a**********' 'porque aqui no chat fala que ta tudo certo com o cartao mas tudo mentira nao ta nada certo a gente chega la ta a mesma porcaria' 'voces fala isso e deixa nos clientes esperando como besta' 'voces nao tem o numero para eu ligar e conversar diretamente com atendente nao' 'bloqueio e desbloqueio do cartao' 'sim' 'me ajudou' 'nao consegui desbloquear ' 'eu to quase cancelando este cartao porque so jesus na causa para desbloquear um cartao so a misericordia tu e doido '],156,-0.9482,negativo
5085,17428024,2023-07-01,,,Alteração de Cadastro,"16 - Homem, 25 a 40 anos, Nordeste","['Sim','também não consigo comprar','Sim','esse problema é recorrente','Reconheço todas as compras','Problema no chip','Sim','preciso de ajuda','Estou tentando desbloquear meu cartão mas não consigo principalmente o novo já tentei trocar de número pq não tenho o número velho más não estou conseguindo só consta bloqueado e até o mesmo cartão velho está bloqueado também se paguei todos as faturas','Sei que eu atrasei a fatura do mês passado mas já paguei com juros e pq meu cartão continua bloqueado se consta o limite de crédito novamente']",['sim' 'tambem nao consigo comprar' 'sim' 'esse problema e recorrente' 'reconheco todas as compras' 'problema no chip' 'sim' 'preciso de ajuda' 'estou tentando desbloquear meu cartao mas nao consigo principalmente o novo ja tentei trocar de numero pq nao tenho o numero velho mas nao estou conseguindo so consta bloqueado e ate o mesmo cartao velho esta bloqueado tambem se paguei todos as faturas' 'sei que eu atrasei a fatura do mes passado mas ja paguei com juros e pq meu cartao continua bloqueado se consta o limite de credito novamente'],90,-0.91,negativo
5104,15474165,2023-04-01,,,Problemas com a compra,"0 - Mulher, Casada, 25 anos ou mais, cidade Pequena do Nordeste","['Tem problema nao','E por que comprei um curso e todo mês e descontado no cartão de crédito aí esse mês não foi e o curso foi bloqueado fui paga a inadimplência aí diz q não pode paga com esse cartão','Minha dúvida não é essa','Dúvida sobre uma compra','Tô tentando aqui e nada mesma mensagem','Tem saldo e não foi descontado o valor','Olha o q aparece quando vou paga','Ei eu acho q o problema não e com o cartão não','Queria q concertar comprei uma compra recorrente aí o cartão e um novo','E bem com o saite do curso','Eu fiz dinovo deu erro','???']",['tem problema nao' 'e por que comprei um curso e todo mes e descontado no cartao de credito ai esse mes nao foi e o curso foi bloqueado fui paga a inadimplencia ai diz q nao pode paga com esse cartao' 'minha duvida nao e essa' 'duvida sobre uma compra' 'to tentando aqui e nada mesma mensagem' 'tem saldo e nao foi descontado o valor' 'olha o q aparece quando vou paga' 'ei eu acho q o problema nao e com o cartao nao' 'queria q concertar comprei uma compra recorrente ai o cartao e um novo' 'e bem com o saite do curso' 'eu fiz dinovo deu erro' '  '],111,-0.9688,negativo
5124,17929790,2023-08-01,,,Compensação fatura,"12 - Mulher, Solteira, 35 anos ou mais, cidade Pequena do Nordeste, ensino fundamental cursando ou completo","['15 dias','Virá *','Sim So me diga esse valor que paguei  Terei que pagar novamente','Ai o print do limite ainda nao voltou','E o app nao atualizou','Vira na fatura novamente?','Mas paguei a fatura desse item que nao veio','Então eu pedir o estorno','Sobre meu estorno','Paguei mas não aparece','O valor recebido do estorno','E o app ainda não reconheceu','Obrigada pela atenção','Fatura do cartão','Pq paguei a fatura de algo que nao recebi','Afinal','Como fica a minha situação','???','Existe essa possibilidade','Não ocorrerá o estorno?','Terei que pagar novamente','As próximas faturas virão ??','Ta pago desde ontem','Quando vai cair','Houve uma entrega mal sucedida','Ainda nao apareceu','Qual é o prazo?']",[' dias' 'vira *' 'sim so me diga esse valor que paguei terei que pagar novamente' 'ai o print do limite ainda nao voltou' 'e o app nao atualizou' 'vira na fatura novamente ' 'mas paguei a fatura desse item que nao veio' 'entao eu pedir o estorno' 'sobre meu estorno' 'paguei mas nao aparece' 'o valor recebido do estorno' 'e o app ainda nao reconheceu' 'obrigada pela atencao' 'fatura do cartao' 'pq paguei a fatura de algo que nao recebi' 'afinal' 'como fica a minha situacao' '  ' 'existe essa possibilidade' 'nao ocorrera o estorno ' 'terei que pagar novamente' 'as proximas faturas virao  ' 'ta pago desde ontem' 'quando vai cair' 'houve uma entrega mal sucedida' 'ainda nao apareceu' 'qual e o prazo '],127,-0.9536,negativo
5198,17398623,2023-07-01,,,Pagamento de Boleto,"13 - Homem, Solteiro, 35 anos ou mais, cidade Média do Norte ou Centro-Oeste","['Responder mensagem de antes','17398623','Boa tarde eu tinha 21.283 na minha conta eu tentei pagar um boleto ontem e deu deu erro só que aí depois a o meu o dinheiro saiu da conta não tá mais na conta aí eu gostaria de saber o que que tá acontecendo se foi pago o boleto ou não porque eu tô mexendo aqui não tem nenhum comprovante dizendo que o boleto foi pago eu gostaria de saber o que que tá acontecendo','Falar de outra coisa','Gostaria de saber o que que aconteceu com o dinheiro que tava na minha conta 21.283','Eu gostaria de saber o que que aconteceu com o dinheiro que tava na minha conta que sumiu','Que que aconteceu com o dinheiro que sumiu da minha conta','Eu gostaria de saber o que que aconteceu com o dinheiro que tava na minha conta 21.283']",['responder mensagem de antes' ' ' 'boa tarde eu tinha   na minha conta eu tentei pagar um boleto ontem e deu deu erro so que ai depois a o meu o dinheiro saiu da conta nao ta mais na conta ai eu gostaria de saber o que que ta acontecendo se foi pago o boleto ou nao porque eu to mexendo aqui nao tem nenhum comprovante dizendo que o boleto foi pago eu gostaria de saber o que que ta acontecendo' 'falar de outra coisa' 'gostaria de saber o que que aconteceu com o dinheiro que tava na minha conta  ' 'eu gostaria de saber o que que aconteceu com o dinheiro que tava na minha conta que sumiu' 'que que aconteceu com o dinheiro que sumiu da minha conta' 'eu gostaria de saber o que que aconteceu com o dinheiro que tava na minha conta  '],150,-0.9153,negativo
